State,District,Soil_Type,Season,Water_Availability,Previous_Crop,Land_Area_Acres,Temperature_C,Rainfall_mm,Recommended_Crop,Fertilizer_N,Fertilizer_P,Fertilizer_K
Karnataka,Davangere,Clay,Kharif,Medium,Groundnut,4,22.6,504,Rice,Low,High,Medium
Tamil Nadu,Nagapattinam,Clay,Kharif,High,Cotton,5,28.2,689,Banana,High,High,High
Andhra Pradesh,Chittoor,Sandy,Rabi,Medium,Jowar,4,20.6,195,Sunflower,Medium,Medium,Medium
Telangana,Nirmal,Black,Summer,High,None,3,34.5,94,Maize,High,Medium,Medium
Telangana,Hyderabad,Loam,Rabi,High,Jowar,1,25.1,73,Rice,Low,High,Low
Andhra Pradesh,YSR Kadapa,Black,Rabi,High,Cotton,2,25.8,95,Onion,Low,High,Medium
Odisha,Nayagarh,Sandy,Rabi,Low,Chilli,3,23.2,66,Ragi,Low,Medium,Low
Telangana,Jagtial,Sandy,Kharif,High,Ragi,3,28.1,864,Rice,Low,High,Medium
Odisha,Khordha,Loam,Kharif,Medium,Sugarcane,7,29.2,1114,Rice,Low,Medium,Medium
Odisha,Koraput,Loam,Summer,High,None,3,27.9,55,Rice,Low,High,Medium
Odisha,Bhadrak,Red,Kharif,Low,Onion,1,28.5,1336,Ragi,Low,Medium,Low
Andhra Pradesh,Guntur,Red,Rabi,High,Sunflower,1,22.7,120,Ragi,Medium,Medium,Low
Telangana,Narayanpet,Black,Kharif,High,Rice,3,29.3,537,Cotton,High,Low,High
Maharashtra,Osmanabad,Black,Kharif,High,Groundnut,6,24.8,564,Cotton,High,Medium,High
Andhra Pradesh,Krishna,Sandy,Kharif,Low,Chilli,9,25.1,684,Cotton,High,Medium,High
Odisha,Dhenkanal,Red,Kharif,Medium,Rice,1,27.0,1013,Maize,High,Medium,Medium
Andhra Pradesh,Chittoor,Black,Rabi,Medium,Rice,2,24.6,221,Wheat,Medium,Medium,Low
Maharashtra,Akola,Sandy,Rabi,Medium,Sugarcane,2,22.5,36,Wheat,Low,Medium,Low
Telangana,Jagtial,Loam,Kharif,Low,Sunflower,4,29.0,773,Cotton,High,Medium,High
Maharashtra,Ratnagiri,Red,Kharif,Low,Ragi,0,30.5,1353,Cotton,High,Medium,High
Andhra Pradesh,Krishna,Sandy,Kharif,Medium,Rice,2,29.7,540,Cotton,High,Low,High
Odisha,Gajapati,Red,Kharif,High,Cotton,5,22.8,1474,Rice,Low,High,Medium
Telangana,Peddapalli,Clay,Rabi,Low,Chilli,3,23.4,57,Wheat,Medium,Low,Low
Andhra Pradesh,Vizianagaram,Clay,Kharif,High,Maize,3,28.2,609,Banana,High,High,High
Tamil Nadu,Kanyakumari,Black,Rabi,Medium,Rice,1,24.7,282,Wheat,Medium,Medium,Medium
Andhra Pradesh,Anantapur,Red,Summer,Medium,Ragi,2,41.2,30,Onion,Medium,High,Low
Telangana,Sangareddy,Loam,Rabi,High,Maize,2,23.3,45,Wheat,Medium,Medium,Low
Andhra Pradesh,Eluru,Sandy,Summer,High,None,3,33.9,119,Rice,Low,High,Medium
Odisha,Bargarh,Loam,Kharif,High,Cotton,9,27.5,1191,Rice,Medium,High,Medium
Karnataka,Chitradurga,Black,Rabi,Low,Sugarcane,4,23.1,83,Jowar,Low,Low,Low
Karnataka,Shimoga,Red,Kharif,Medium,None,1,23.2,1728,Ragi,Low,Medium,Low
Karnataka,Shimoga,Sandy,Rabi,High,Sunflower,7,22.2,81,Sunflower,High,Medium,Medium
Telangana,Nirmal,Red,Summer,Medium,Jowar,2,34.3,40,Maize,High,Medium,Medium
Maharashtra,Kolhapur,Clay,Kharif,High,Onion,2,25.4,920,Rice,Low,High,Low
Tamil Nadu,Tiruvarur,Sandy,Kharif,Low,None,1,24.9,502,Groundnut,Medium,Medium,Medium
Odisha,Boudh,Loam,Kharif,High,Banana,3,26.8,995,Rice,Low,High,Medium
Telangana,Adilabad,Loam,Kharif,Medium,Rice,2,31.8,612,Cotton,High,Medium,Medium
Odisha,Boudh,Loam,Kharif,High,Groundnut,0,24.9,1044,Rice,Low,High,Medium
Tamil Nadu,Salem,Red,Rabi,Medium,Sugarcane,1,21.5,189,Ragi,Low,High,Low
Odisha,Mayurbhanj,Sandy,Kharif,Medium,Maize,1,28.3,931,Rice,Low,High,Medium
Tamil Nadu,Thanjavur,Sandy,Kharif,Medium,Rice,1,31.7,401,Groundnut,Low,Medium,Medium
Karnataka,Tumkur,Loam,Rabi,Low,Sunflower,1,21.7,115,Wheat,High,Medium,Low
Telangana,Bhadradri Kothagudem,Clay,Kharif,Medium,Cotton,1,33.4,1292,Rice,Low,High,Low
Andhra Pradesh,Chittoor,Sandy,Kharif,High,Maize,3,28.3,394,Rice,Low,High,Medium
Maharashtra,Yavatmal,Sandy,Summer,High,Bajra,0,28.4,46,Sugarcane,High,Medium,High
Karnataka,Shimoga,Black,Rabi,Medium,Chilli,4,19.6,89,Wheat,Medium,High,Low
Odisha,Boudh,Black,Kharif,Medium,Maize,1,24.5,1145,Cotton,High,Medium,High
Maharashtra,Latur,Loam,Kharif,High,None,4,26.6,520,Rice,Low,High,High
Telangana,Warangal Rural,Sandy,Summer,High,Cotton,3,37.0,80,Rice,Low,High,Medium
Maharashtra,Parbhani,Loam,Kharif,Low,None,4,27.1,797,Cotton,High,Medium,High
Odisha,Jajpur,Red,Kharif,High,Chilli,3,29.5,1282,Rice,Low,High,Medium
Karnataka,Bidar,Loam,Kharif,Medium,Bajra,2,28.7,633,Maize,High,Medium,Medium
Tamil Nadu,Chennai,Clay,Kharif,Medium,Groundnut,6,26.7,538,Turmeric,High,High,Low
Telangana,Hyderabad,Black,Kharif,Medium,None,2,27.2,514,Cotton,High,Medium,High
Karnataka,Gadag,Black,Summer,High,Cotton,2,33.9,88,Sugarcane,High,High,High
Odisha,Malkangiri,Black,Rabi,Medium,Maize,1,24.5,42,Onion,High,High,Medium
Karnataka,Haveri,Sandy,Rabi,Medium,Cotton,3,25.4,52,Sunflower,Medium,Medium,Medium
Telangana,Bhadradri Kothagudem,Black,Kharif,High,Groundnut,1,31.5,1179,Rice,Low,High,Medium
Andhra Pradesh,Guntur,Black,Kharif,Medium,None,4,33.2,656,Cotton,High,Medium,High
Tamil Nadu,Tiruvarur,Sandy,Rabi,High,None,1,27.3,413,Groundnut,Medium,Low,Medium
Telangana,Jagtial,Sandy,Rabi,High,Bajra,4,24.5,36,Sunflower,Medium,Medium,Medium
Odisha,Sundargarh,Clay,Kharif,High,None,1,26.3,864,Rice,Low,High,Low
Telangana,Nirmal,Loam,Rabi,Low,Rice,1,22.4,63,Wheat,Medium,High,Low
Telangana,Peddapalli,Clay,Rabi,Low,None,1,23.8,42,Wheat,Medium,High,Low
Andhra Pradesh,Anantapur,Loam,Rabi,Medium,Bajra,0,22.9,43,Wheat,Medium,Medium,Low
Telangana,Kamareddy,Red,Rabi,High,Turmeric,3,26.3,44,Ragi,Low,Medium,Low
Odisha,Khordha,Clay,Kharif,High,Jowar,1,28.4,953,Rice,Low,Medium,Medium
Maharashtra,Parbhani,Black,Kharif,High,Rice,3,25.2,425,Cotton,High,High,High
Odisha,Rayagada,Loam,Summer,Medium,Sugarcane,2,33.2,29,Maize,High,Medium,Medium
Telangana,Bhadradri Kothagudem,Loam,Rabi,Low,Rice,2,23.9,90,Wheat,Medium,Medium,Medium
Maharashtra,Nanded,Sandy,Rabi,Low,Rice,6,24.6,39,Bajra,Low,Medium,Medium
Tamil Nadu,Salem,Sandy,Rabi,Medium,Cotton,2,23.5,163,Wheat,Medium,Low,Low
Andhra Pradesh,Guntur,Loam,Kharif,High,None,1,30.7,504,Rice,Low,High,Medium
Andhra Pradesh,YSR Kadapa,Sandy,Kharif,High,Cotton,3,31.1,608,Rice,Low,High,Medium
Andhra Pradesh,Anakapalli,Sandy,Kharif,High,None,1,26.3,583,Rice,Low,High,Medium
Odisha,Ganjam,Black,Kharif,Low,Chilli,2,28.8,841,Cotton,High,Medium,High
Odisha,Balasore,Clay,Rabi,Medium,Rice,6,19.2,99,Wheat,Medium,Medium,Low
Andhra Pradesh,Visakhapatnam,Red,Rabi,Low,Groundnut,3,27.0,254,Ragi,Low,Medium,Low
Telangana,Jangaon,Clay,Summer,Low,Sunflower,2,38.7,64,Onion,Medium,High,Medium
Andhra Pradesh,Anantapur,Loam,Kharif,High,None,2,32.7,336,Banana,High,Medium,High
Telangana,Mulugu,Sandy,Kharif,Medium,Jowar,3,29.9,640,Cotton,High,Medium,High
Odisha,Angul,Black,Kharif,Low,Rice,4,26.9,639,Cotton,High,Medium,High
Odisha,Kendrapara,Clay,Kharif,Medium,None,3,29.9,708,Rice,Low,High,Medium
Telangana,Mulugu,Clay,Rabi,Low,Ragi,2,26.4,62,Sunflower,Medium,Medium,Medium
Odisha,Kendrapara,Loam,Rabi,Low,Cotton,0,21.7,180,Ragi,Low,Medium,Low
Andhra Pradesh,Chittoor,Red,Kharif,High,Maize,1,25.8,509,Rice,Low,High,High
Maharashtra,Satara,Red,Summer,Medium,Groundnut,15,25.4,56,Onion,High,High,Medium
Odisha,Sambalpur,Red,Rabi,Medium,Sunflower,13,17.6,65,Ragi,Low,Medium,Low
Telangana,Medak,Sandy,Kharif,Medium,Groundnut,2,27.1,697,Cotton,Medium,Medium,Medium
Tamil Nadu,Thanjavur,Loam,Rabi,High,Jowar,0,25.6,336,Rice,Low,High,Medium
Tamil Nadu,Erode,Clay,Kharif,Low,None,1,24.4,389,Turmeric,High,High,Low
Odisha,Keonjhar,Black,Rabi,High,Chilli,6,19.8,66,Ragi,Low,Medium,Low
Karnataka,Gadag,Red,Kharif,Medium,Jowar,1,28.4,315,Ragi,Low,Medium,Low
Maharashtra,Pune,Clay,Kharif,Medium,Soybean,4,25.0,582,Cotton,High,Medium,High
Maharashtra,Parbhani,Red,Rabi,Low,Bajra,3,25.5,15,Jowar,Low,High,Low
Tamil Nadu,Tirunelveli,Clay,Kharif,High,None,2,31.6,198,Banana,High,High,High
Maharashtra,Buldhana,Black,Summer,High,Soybean,7,35.5,42,Onion,Medium,High,Medium
Telangana,Mahabubnagar,Red,Kharif,Low,Jowar,1,28.8,528,Cotton,High,Medium,Medium
Odisha,Cuttack,Red,Kharif,High,Chilli,0,27.4,1299,Rice,Low,Medium,Medium
Karnataka,Hassan,Red,Kharif,High,Rice,8,24.7,1165,Sugarcane,Medium,High,High
Maharashtra,Osmanabad,Black,Kharif,High,Soybean,3,25.5,622,Cotton,High,Medium,High
Andhra Pradesh,Vizianagaram,Clay,Summer,Low,None,2,34.6,188,Banana,High,High,High
Odisha,Mayurbhanj,Red,Rabi,High,Rice,3,22.0,106,Ragi,Low,Medium,Low
Tamil Nadu,Coimbatore,Loam,Kharif,High,Chilli,1,24.5,283,Rice,Low,High,High
Odisha,Sonepur,Clay,Kharif,Medium,Groundnut,6,26.8,765,Rice,Low,High,Medium
Tamil Nadu,Thanjavur,Loam,Kharif,Low,Rice,3,22.7,311,Groundnut,Low,Medium,Medium
Karnataka,Dharwad,Clay,Kharif,Medium,Maize,2,26.1,350,Ragi,Low,Medium,Low
Telangana,Mulugu,Loam,Kharif,Medium,Rice,1,27.8,1261,Rice,Low,High,Medium
Tamil Nadu,Namakkal,Sandy,Kharif,Medium,Rice,2,27.9,484,Groundnut,Low,Medium,Medium
Telangana,Peddapalli,Sandy,Kharif,Medium,Cotton,2,28.3,552,Cotton,Medium,Medium,High
Maharashtra,Yavatmal,Clay,Rabi,Medium,Turmeric,3,19.4,36,Wheat,Medium,Medium,Low
Telangana,Warangal Rural,Black,Kharif,Medium,Rice,2,28.3,1042,Cotton,High,Medium,High
Maharashtra,Nanded,Loam,Kharif,Medium,None,1,24.7,708,Cotton,High,Medium,High
Tamil Nadu,Virudhunagar,Sandy,Kharif,Low,Rice,2,27.5,431,Groundnut,Low,High,Medium
Odisha,Sonepur,Loam,Summer,High,Sunflower,2,32.3,78,Rice,Low,High,Medium
Odisha,Nayagarh,Loam,Summer,Medium,Rice,6,32.7,76,Maize,High,Medium,Medium
Maharashtra,Beed,Red,Kharif,Medium,Groundnut,1,25.8,747,Cotton,High,Medium,High
Karnataka,Mandya,Red,Summer,Medium,Groundnut,6,26.6,149,Onion,Medium,High,Low
Maharashtra,Satara,Red,Rabi,Medium,Sunflower,2,17.4,42,Onion,Medium,High,Medium
Maharashtra,Aurangabad,Black,Kharif,Low,Onion,4,24.0,594,Cotton,High,Medium,High
Telangana,Vikarabad,Clay,Rabi,Low,Jowar,5,24.6,54,Wheat,Medium,Low,Low
Telangana,Nirmal,Red,Kharif,Medium,Chilli,3,25.2,766,Cotton,High,Medium,High
Karnataka,Shimoga,Black,Kharif,Medium,Groundnut,4,22.3,1082,Maize,High,Medium,Medium
Karnataka,Mandya,Loam,Kharif,Medium,Cotton,5,22.5,553,Rice,Low,High,Medium
Telangana,Medchal Malkajgiri,Sandy,Rabi,Low,Rice,2,24.5,62,Sunflower,Medium,Medium,Medium
Telangana,Warangal Rural,Sandy,Summer,High,Rice,2,42.7,76,Rice,Low,High,Medium
Maharashtra,Jalgaon,Black,Kharif,Low,None,3,28.6,601,Cotton,High,Low,High
Odisha,Bhadrak,Black,Rabi,Low,Groundnut,3,24.5,112,Jowar,Low,High,Low
Maharashtra,Jalgaon,Clay,Kharif,Medium,Sugarcane,6,26.5,821,Cotton,High,Medium,High
Telangana,Vikarabad,Loam,Rabi,Low,Ragi,1,25.7,36,Jowar,Low,High,Low
Andhra Pradesh,Vizianagaram,Clay,Kharif,Low,None,2,24.9,746,Cotton,High,Medium,High
Telangana,Bhadradri Kothagudem,Clay,Kharif,Low,Groundnut,6,28.5,356,Cotton,High,Medium,High
Telangana,Warangal Urban,Black,Kharif,Low,Rice,8,24.7,717,Cotton,High,Medium,High
Karnataka,Udupi,Loam,Rabi,High,None,4,21.9,82,Wheat,Medium,Medium,Low
Tamil Nadu,Tirunelveli,Clay,Rabi,Low,Maize,2,25.9,304,Wheat,Medium,Medium,Low
Tamil Nadu,Ramanathapuram,Sandy,Rabi,High,Groundnut,0,20.4,360,Wheat,Medium,Medium,Low
Telangana,Narayanpet,Clay,Kharif,Low,Rice,5,27.5,577,Cotton,High,Low,High
Odisha,Kendrapara,Sandy,Kharif,Low,Soybean,5,29.3,879,Cotton,High,High,High
Karnataka,Davangere,Loam,Summer,Medium,Rice,1,31.3,95,Maize,High,Medium,Medium
Telangana,Medchal Malkajgiri,Sandy,Kharif,Medium,Groundnut,3,30.1,909,Maize,High,Medium,Medium
Odisha,Puri,Red,Kharif,Medium,Sugarcane,1,25.8,1087,Maize,High,Medium,Medium
Tamil Nadu,Perambalur,Clay,Kharif,Low,Groundnut,2,26.7,430,Cotton,High,Medium,High
Odisha,Sonepur,Sandy,Kharif,Medium,Maize,2,24.7,708,Maize,Medium,Medium,Medium
Karnataka,Hassan,Red,Rabi,High,Sugarcane,0,21.2,115,Ragi,Low,Medium,Low
Odisha,Sundargarh,Black,Rabi,Low,Chilli,3,18.2,71,Jowar,Low,Low,Low
Maharashtra,Beed,Black,Kharif,Low,None,2,25.3,385,Cotton,High,Medium,High
Karnataka,Gadag,Sandy,Kharif,Low,None,1,22.9,391,Groundnut,Low,Medium,Medium
Maharashtra,Parbhani,Black,Rabi,Medium,None,5,23.7,23,Onion,Medium,High,Low
Maharashtra,Kolhapur,Sandy,Rabi,Medium,None,5,20.6,40,Onion,Medium,High,Medium
Maharashtra,Solapur,Clay,Kharif,Medium,Maize,4,27.5,478,Cotton,High,Medium,High
Tamil Nadu,Coimbatore,Sandy,Kharif,High,None,6,25.3,329,Rice,Low,High,Medium
Andhra Pradesh,Visakhapatnam,Black,Kharif,Medium,Maize,1,28.3,702,Cotton,High,High,High
Odisha,Bhadrak,Clay,Kharif,High,None,1,30.3,887,Rice,Low,High,Medium
Telangana,Nirmal,Clay,Kharif,High,Cotton,2,28.1,696,Turmeric,High,High,Low
Maharashtra,Nanded,Clay,Rabi,Low,Groundnut,3,25.2,45,Jowar,Low,Medium,Low
Karnataka,Chamarajanagar,Black,Summer,Medium,Chilli,4,26.8,140,Onion,Medium,Medium,Medium
Andhra Pradesh,Visakhapatnam,Sandy,Kharif,Low,Cotton,4,28.1,552,Groundnut,Low,Medium,Medium
Telangana,Nalgonda,Clay,Kharif,Low,None,1,31.4,836,Cotton,High,High,High
Andhra Pradesh,Nellore,Red,Kharif,High,Soybean,1,30.5,641,Rice,Low,High,High
Tamil Nadu,Tiruvarur,Clay,Kharif,Low,Rice,2,30.8,485,Cotton,High,High,High
Andhra Pradesh,Eluru,Sandy,Kharif,High,Soybean,3,25.7,962,Rice,Low,High,Medium
Andhra Pradesh,Chittoor,Loam,Rabi,Medium,Maize,7,22.0,169,Wheat,Medium,Medium,Low
Maharashtra,Parbhani,Red,Summer,Medium,None,2,32.8,44,Onion,Medium,High,Medium
Tamil Nadu,Erode,Clay,Rabi,High,Groundnut,4,25.4,154,Turmeric,High,High,Low
Maharashtra,Dhule,Loam,Kharif,Low,Sunflower,6,28.7,713,Cotton,High,Low,High
Telangana,Suryapet,Red,Rabi,Medium,Ragi,3,25.5,58,Ragi,Low,Medium,Low
Maharashtra,Akola,Clay,Summer,Medium,Ragi,12,37.1,47,Onion,Low,Medium,Medium
Odisha,Koraput,Red,Rabi,Medium,Sugarcane,0,19.4,69,Ragi,Low,Medium,Low
Telangana,Siddipet,Clay,Summer,High,None,10,31.6,46,Rice,Low,High,Medium
Telangana,Mancherial,Clay,Kharif,High,Chilli,1,29.5,1328,Rice,Low,High,Medium
Odisha,Boudh,Black,Summer,Low,Jowar,3,32.7,89,Maize,High,High,Medium
Odisha,Koraput,Clay,Kharif,Medium,Rice,2,21.3,1425,Rice,Low,High,Medium
Tamil Nadu,Vellore,Black,Kharif,High,Sunflower,1,23.8,371,Sugarcane,High,High,High
Tamil Nadu,Tiruvarur,Sandy,Rabi,High,Soybean,1,22.8,328,Groundnut,Low,Medium,Low
Andhra Pradesh,Guntur,Loam,Kharif,High,Maize,5,34.7,272,Banana,High,High,High
Odisha,Rayagada,Black,Rabi,Low,Maize,1,21.2,42,Jowar,Low,Medium,Low
Maharashtra,Sangli,Clay,Summer,High,Rice,2,33.8,68,Banana,High,High,High
Tamil Nadu,Ramanathapuram,Sandy,Kharif,High,Jowar,1,24.4,455,Rice,Low,High,Medium
Maharashtra,Osmanabad,Clay,Kharif,Medium,Cotton,3,28.9,472,Cotton,High,Medium,High
Telangana,Medchal Malkajgiri,Red,Summer,Low,Soybean,1,33.5,114,Maize,High,Medium,High
Karnataka,Davangere,Sandy,Kharif,High,Chilli,1,20.1,697,Rice,Low,High,Medium
Tamil Nadu,Cuddalore,Red,Rabi,High,Cotton,1,25.0,337,Ragi,Low,Medium,Low
Karnataka,Mysore,Loam,Kharif,High,Jowar,0,22.2,369,Rice,Low,High,Medium
Telangana,Mahabubnagar,Loam,Kharif,Low,Jowar,3,26.8,559,Cotton,Medium,Low,High
Andhra Pradesh,West Godavari,Red,Kharif,Medium,None,1,33.6,891,Cotton,High,Medium,High
Tamil Nadu,Chennai,Loam,Kharif,Low,Groundnut,3,26.9,381,Groundnut,Low,Medium,High
Tamil Nadu,Nagapattinam,Clay,Kharif,High,Groundnut,0,28.7,648,Banana,High,High,High
Maharashtra,Amravati,Loam,Kharif,High,Chilli,3,28.1,836,Rice,Low,High,Medium
Maharashtra,Wardha,Sandy,Rabi,High,None,10,24.3,55,Onion,Medium,High,Medium
Karnataka,Dharwad,Loam,Summer,Low,Rice,2,31.3,83,Maize,High,Medium,Medium
Telangana,Jangaon,Loam,Kharif,Medium,Onion,4,26.7,332,Cotton,High,Medium,High
Andhra Pradesh,Anakapalli,Black,Kharif,Medium,Groundnut,2,31.2,889,Cotton,High,Medium,High
Telangana,Peddapalli,Black,Kharif,Medium,Banana,1,26.4,821,Cotton,Medium,Medium,High
Telangana,Nalgonda,Loam,Rabi,High,Cotton,3,24.1,27,Wheat,Medium,Medium,Low
Telangana,Adilabad,Black,Kharif,High,Bajra,1,23.2,802,Cotton,High,Medium,High
Tamil Nadu,Virudhunagar,Black,Kharif,Low,Ragi,2,27.2,302,Cotton,High,Medium,High
Maharashtra,Buldhana,Black,Rabi,Medium,Groundnut,9,22.6,34,Onion,Medium,High,Medium
Maharashtra,Nagpur,Clay,Rabi,Medium,Rice,5,22.9,48,Wheat,Medium,Medium,Low
Tamil Nadu,Dindigul,Loam,Kharif,High,Rice,5,26.8,388,Banana,High,Medium,High
Tamil Nadu,Erode,Clay,Rabi,Low,Maize,2,22.5,173,Wheat,Medium,Medium,Medium
Odisha,Boudh,Clay,Kharif,High,Sugarcane,7,27.4,1017,Rice,Low,High,Medium
Tamil Nadu,Salem,Clay,Kharif,High,Groundnut,2,28.2,435,Banana,High,High,High
Tamil Nadu,Thanjavur,Black,Rabi,High,None,4,28.1,312,Chilli,Medium,High,Medium
Tamil Nadu,Theni,Loam,Rabi,Low,None,0,23.3,343,Wheat,Medium,Medium,Low
Karnataka,Mysore,Clay,Kharif,Medium,Jowar,3,24.2,417,Cotton,Medium,Medium,High
Andhra Pradesh,Tirupati,Red,Summer,Low,Chilli,12,32.9,102,Onion,Medium,High,Medium
Maharashtra,Kolhapur,Sandy,Summer,Medium,Maize,5,28.8,71,Onion,Medium,High,Low
Odisha,Boudh,Red,Kharif,High,Groundnut,2,27.2,894,Rice,Low,High,Medium
Maharashtra,Aurangabad,Clay,Kharif,High,Rice,3,26.8,507,Rice,Low,Medium,Medium
Karnataka,Raichur,Black,Kharif,High,Rice,1,26.7,355,Cotton,Medium,Medium,High
Karnataka,Belgaum,Sandy,Summer,Low,Cotton,2,30.0,100,Maize,High,Medium,Medium
Maharashtra,Nanded,Loam,Rabi,High,Jowar,1,23.9,40,Wheat,Medium,Medium,Low
Karnataka,Udupi,Sandy,Kharif,Medium,Rice,0,24.0,2200,Rice,Medium,High,Medium
Maharashtra,Nagpur,Sandy,Kharif,High,Rice,2,24.0,900,Sugarcane,High,High,High
Telangana,Suryapet,Clay,Kharif,Low,Maize,2,27.3,741,Cotton,Medium,Medium,High
Andhra Pradesh,Anakapalli,Clay,Kharif,Low,Ragi,1,32.9,607,Cotton,High,Low,Medium
Maharashtra,Wardha,Clay,Rabi,High,Groundnut,1,21.8,57,Wheat,Medium,Medium,Low
Tamil Nadu,Tiruchirappalli,Clay,Rabi,Medium,Groundnut,4,27.2,283,Wheat,Medium,Medium,Low
Telangana,Narayanpet,Clay,Summer,Low,Cotton,4,38.4,41,Banana,High,High,High
Odisha,Ganjam,Black,Kharif,High,Maize,3,28.2,1140,Rice,Low,High,Low
Maharashtra,Aurangabad,Loam,Kharif,Medium,Bajra,3,27.3,444,Cotton,High,Medium,High
Tamil Nadu,Tirunelveli,Black,Rabi,Medium,Chilli,2,26.1,247,Chilli,Medium,High,Medium
Odisha,Sonepur,Black,Rabi,High,Chilli,1,20.8,117,Wheat,High,Medium,Low
Karnataka,Gadag,Red,Summer,High,Rice,0,30.2,65,Sugarcane,High,High,High
Maharashtra,Latur,Clay,Kharif,Medium,Soybean,9,28.0,636,Cotton,Medium,High,High
Karnataka,Chitradurga,Clay,Kharif,Low,Rice,4,26.1,532,Cotton,High,Medium,Medium
Maharashtra,Buldhana,Sandy,Kharif,Low,Rice,3,26.5,564,Cotton,High,Medium,High
Andhra Pradesh,Kakinada,Red,Kharif,Medium,Jowar,3,27.3,691,Cotton,High,High,High
Odisha,Bhadrak,Clay,Kharif,Medium,Rice,1,27.3,906,Rice,Low,High,Medium
Telangana,Kamareddy,Clay,Kharif,High,None,2,26.5,555,Rice,Low,High,Medium
Telangana,Peddapalli,Red,Kharif,Medium,Bajra,1,29.5,1037,Maize,High,Medium,Low
Odisha,Cuttack,Clay,Kharif,Medium,Cotton,4,28.3,873,Rice,Low,Medium,Medium
Karnataka,Chikkamagaluru,Clay,Kharif,Medium,None,1,18.6,1239,Rice,Medium,Medium,Medium
Maharashtra,Ratnagiri,Red,Kharif,Medium,Groundnut,8,24.4,2200,Cotton,High,Medium,High
Tamil Nadu,Pudukkottai,Red,Rabi,Medium,Cotton,0,27.3,273,Ragi,Low,Medium,Low
Karnataka,Haveri,Red,Kharif,Medium,Sugarcane,4,23.9,628,Ragi,Low,Medium,Medium
Maharashtra,Latur,Sandy,Kharif,Low,Chilli,4,26.5,447,Cotton,High,Medium,High
Karnataka,Haveri,Sandy,Rabi,Medium,Sunflower,0,18.2,60,Sunflower,Medium,Medium,Medium
Andhra Pradesh,Prakasam,Black,Kharif,Low,None,1,27.9,764,Cotton,High,Medium,High
Odisha,Puri,Clay,Rabi,Low,None,4,20.4,86,Ragi,Low,Medium,Low
Tamil Nadu,Nagapattinam,Black,Rabi,High,Ragi,1,26.0,366,Chilli,High,High,Medium
Maharashtra,Ratnagiri,Red,Summer,Medium,Rice,5,28.8,42,Onion,Medium,High,Medium
Telangana,Kamareddy,Black,Rabi,Low,Sugarcane,4,20.6,54,Jowar,Low,High,Low
Andhra Pradesh,West Godavari,Loam,Kharif,Low,None,1,24.2,678,Cotton,High,Medium,High
Tamil Nadu,Nagapattinam,Sandy,Kharif,Low,None,0,26.1,531,Groundnut,Low,Medium,Medium
Tamil Nadu,Vellore,Loam,Summer,Medium,Bajra,1,36.7,196,Banana,High,Medium,High
Andhra Pradesh,East Godavari,Loam,Kharif,High,Ragi,1,28.5,885,Rice,Low,High,Medium
Maharashtra,Parbhani,Clay,Kharif,Low,Chilli,4,24.9,656,Cotton,High,Medium,High
Karnataka,Koppal,Loam,Rabi,Medium,Sunflower,1,23.3,36,Wheat,Medium,Medium,Medium
Telangana,Jagtial,Sandy,Summer,Medium,Groundnut,2,33.1,64,Maize,High,Medium,Medium
Tamil Nadu,Chennai,Red,Rabi,High,Maize,2,24.6,425,Groundnut,Low,Medium,Medium
Maharashtra,Beed,Sandy,Summer,Medium,Soybean,1,33.7,25,Onion,Medium,High,Medium
Odisha,Koraput,Black,Kharif,Low,Soybean,1,27.8,1125,Cotton,High,Medium,High
Maharashtra,Beed,Clay,Rabi,Low,None,4,22.5,22,Wheat,Medium,Medium,Low
Odisha,Nayagarh,Red,Kharif,Medium,Chilli,3,25.2,407,Ragi,Low,Medium,Low
Telangana,Kamareddy,Loam,Rabi,Low,Rice,2,22.8,49,Wheat,Medium,Medium,Low
Maharashtra,Wardha,Black,Rabi,Low,None,4,20.1,49,Jowar,Low,Medium,Low
Telangana,Peddapalli,Sandy,Kharif,High,Chilli,0,28.0,818,Rice,Low,High,Medium
Telangana,Jangaon,Loam,Summer,Medium,Rice,6,34.4,65,Maize,Medium,Medium,Medium
Odisha,Mayurbhanj,Red,Kharif,High,Ragi,1,22.2,1063,Rice,Low,High,Medium
Odisha,Keonjhar,Red,Rabi,Low,None,1,20.5,76,Ragi,Low,Medium,Low
Telangana,Nirmal,Clay,Rabi,Low,None,2,24.4,60,Wheat,Medium,High,Low
Andhra Pradesh,Krishna,Loam,Rabi,Medium,Groundnut,5,24.5,157,Wheat,Medium,Medium,Low
Karnataka,Haveri,Clay,Kharif,High,Sugarcane,1,24.1,684,Rice,Low,High,Medium
Maharashtra,Ahmednagar,Loam,Rabi,Medium,Onion,4,20.7,26,Wheat,Low,Medium,Medium
Odisha,Dhenkanal,Clay,Kharif,High,Soybean,6,26.3,910,Rice,Low,High,Medium
Maharashtra,Kolhapur,Sandy,Kharif,Medium,Cotton,2,27.7,832,Cotton,High,Low,High
Maharashtra,Solapur,Clay,Kharif,High,None,4,25.9,627,Rice,Low,High,Medium
Maharashtra,Osmanabad,Clay,Kharif,Low,Rice,3,26.0,712,Cotton,High,Medium,High
Maharashtra,Sangli,Sandy,Kharif,Low,Rice,3,22.1,467,Cotton,Medium,Medium,High
